Category	Domain	term	property		EN	ES	FR	KO	PT
Data	activities	a03	altLabel		Manufacturing								
Data	activities	a03	scopeNote		Integrates the manufacturing sectors	Integra los sectores manufactureros	Intègre les secteurs de la fabrication		Integra os setores de fabrico				
Data	activities	a04	prefLabel		Energy production and distribution	Producción y distribución de energía	production et distribution de l'énergie		Produção e distribuição de energia				
Data	activities	a04	altLabel		Electricity, gas, steam and air conditioning supply								
Data	activities	a04	scopeNote		Includes the sectors of electricity, gas, steam and air conditioning	Corresponde a los sectores de acondicionamiento de electricidad, gas, vapor y aire	Comprend les secteurs du conditionnement d'électricité, de gaz, de vapeur et d'air		Integra os setores de electricidade, gás, vapor e ar condicionado				
Data	activities	a05	prefLabel		Recycling, waste treatment, water cycle and ecological restoration	Reciclage, tratamento de basura, ciclo de agua y retauración ecologica	Recyclage, traitement des déchets, cycle de l'eau et la restauration écologique		Reciclagem, tratamento de resíduos, ciclo da água e restauração ecológica				
Data	activities	a05	altLabel		Water supply; sewerage, waste management and remediation tivities								
Data	activities	a05	scopeNote		Includes the sectors of water supply sanitation activities, waste management and remediation	Corresponde a los sectores de las actividades de saneamiento de agua de abastecimiento, la gestión de residuos y descontaminación	Comprend les secteurs d'activités d'approvisionnement en eau assainissement, gestion des déchets et d'assainissement		Integra os setores de abastecimento de água. atividades de saneamento, gestão de resíduos, e remediação				
Data	activities	a06	prefLabel		Construction, public works and refurbishing	Construcción, trabajos publicos y restauración	Construction, travaux publics et remise à neuf		Construção, obras públicas e recondicionamento				
Data	activities	a06	altLabel		Construction								
Data	activities	a06	scopeNote		Includes the sectors of construction	Incluye los sectores de la construcción	Comprend les secteurs de la construction		Integra os setores de construção				
Data	activities	a07	prefLabel		Trade and distribution	Distribución y comercialización	Commerce et distribution		Comércio e distribuição				
Data	activities	a07	altLabel		Wholesale and retail trade; repair of motor vehicles and motorcycles								
Data	activities	a07	scopeNote		Includes the sectors of trade and retail trade, repair of motor vehicles and motorcycles	Corresponde a los sectores del comercio y el comercio al por menor, reparación de vehículos de motor y motocicletas	Comprend les secteurs du commerce et du commerce de détail, réparation de véhicules automobiles et de motocycles		Integra os setores de comércio e retalho, reparação de veículos automóveis e motociclos				
Data	activities	a08	prefLabel		Transport, logistics and storage	Transporte, logística y almacenamiento	Transport, logistique et entreposage		Transporte, logística e armazenagem				
Data	activities	a08	altLabel		Transportation and storage								
Data	activities	a08	scopeNote		Includes the sectors of transport and storage	Corresponde a los sectores de transporte y almacenamiento	Comprend les secteurs du transport et de stockage		Integra os setores de transporte e armazenamento				
Data	activities	a09	prefLabel		Hospitality and food service activities	Restauracion y hosteleria	Restauration, hôtellerie, catering		Atividades dos serviços de hotelaria e alimentação				
Data	activities	a09	altLabel		Accommodation and food service activities								
Data	activities	a09	scopeNote		Integrates the industry sectors of accommodation and food services	Integra los sectores de la industria de servicios de alojamiento y comida	Intègre les secteurs de l'industrie des services d'hébergement et de nourriture		Integra os setores de atividades dos serviços de alojamento e restauração				
Data	activities	a10	prefLabel		Information, communication and technologies	Información, comunicación y tecnologías	Information, communication et technologies		Informação, comunicação e tecnologias				
Data	activities	a10	altLabel		Information and communication								
Data	activities	a10	scopeNote		Integrates information and communication sectors	Integra los sectores de información y comunicación	Intègre secteurs de l'information et de la communication		Integra os setores de informação e comunicação				
Data	activities	a11	prefLabel		Financial, insurance and related activities	Actividades financieras, de seguros y relacionados	Finance, assurance et activités connexes		Atividades de seguros, financeira e afins				
Data	activities	a11	altLabel		Financial and insurance activities								
Data	activities	a11	scopeNote		Includes the sectors of financial and insurance activities	Incluye los sectores de actividades financieras y de seguros	Comprend les secteurs des activités financières et d'assurance		Integra os setores de atividades financeiras e de seguros				
Data	activities	a12	prefLabel		Habitat and housing	Hábitat y la vivienda	Habitat et logement		Habitat e habitação				
Data	activities	a12	altLabel		Real estate activities								
Data	activities	a12	scopeNote		Includes the sectors of real estate activities	Incluye los sectores de la actividad inmobiliaria	Comprend les secteurs d'activités immobilières		Integra os setores de atividades imobiliárias				
Data	activities	a13	prefLabel		Professional, scientific and technical activities	Actividades profesionales, científicas y técnicas	Activités professionnelles, scientifiques et techniques		Atividades profissionais, científicas e técnicas				
Data	activities	a13	altLabel		Professional, scientific and technical activities								
Data	activities	a13	scopeNote		Integrates the sectors of professional, scientific and technical	Integra los sectores de servicios profesionales, científicos y técnicos	Intègre les secteurs de services professionnels, scientifiques et techniques		Integra os setores de atividades profissionais, científicas e técnicas				
Data	activities	a14	prefLabel		Administration and management, tourism, rentals	Administración y gestión, el turismo y alquiler	Administration et mangement, tourisme et location		Administração e gestão, turismo, aluguel				
Data	activities	a14	altLabel		Administrative and support service activities								
Data	activities	a14	scopeNote		Includes the sectors of administrative and support service activities	Incluye los sectores de actividades administrativas y servicios auxiliares	Comprend les secteurs d'activités de services administratifs et de soutien		Integra os setores de administrativas e de apoio as atividades de serviços				
Data	activities	a15	prefLabel		Public administration and social security	Administración pública y seguridad social	Administration publique et sécurité sociale		Administração pública e da segurança social				
Data	activities	a15	altLabel		Public administration and defence; compulsory social security								
Data	activities	a15	scopeNote		Includes the sectors of public administration, defense and compulsory social security	Incluye los sectores de la administración pública, defensa y seguridad social obligatoria	Comprend les secteurs de l'administration publique, la défense et de sécurité sociale obligatoire		Integra os setores de administração pública, defesa e segurança social obrigatória				
Data	activities	a16	prefLabel		Education and training	Educación y formación	Éducation et formation		Educação e formação				
Data	activities	a16	altLabel		Education								
Data	activities	a16	scopeNote		Integrates education sectors	Integra los sectores de educación	Intègre secteurs de l'éducation		Integra os setores de educação				
Data	activities	a17	prefLabel		Social services, health and employment	Servicios sociales, salud y empleo	Services sociaux et santé		Serviços sociais, saúde e emprego				
Data	activities	a17	altLabel		Human health and social work activities								
Data	activities	a17	scopeNote		Includes the sectors of health and social	Incluye los sectores de salud y sociales	Comprend les secteurs de la santé et social		Integra os setores de saúde humana e acção social				
Data	activities	a18	prefLabel		Arts, culture, recreation and sports	Arte, cultura, recreación y deporte	Art, culture, loisirs et sports		Artes, cultura, recreação e esportes				
Data	activities	a18	altLabel		Arts, entertainment and recreation								
Data	activities	a18	scopeNote		Includes the sectors of arts, entertainment and recreation	Corresponde a los sectores de las artes, el entretenimiento y la recreación	Comprend les secteurs des arts, spectacles et loisirs		Integra os setores de artes, entretenimento e recreação				
Data	activities	a19	prefLabel		Membership activities, repairing and wellness	Actividades de organización social, mutualización y reparación			Atividades associativas, reparação e bem-estar				
Data	activities	a19	altLabel		Other service activities								
Data	activities	a19	scopeNote		Integrates the activities of other sectors of services	Integra las actividades de otros sectores de servicios	Intègre les activités d'autres secteurs de services		Integra os setores de outras atividades de serviços				
Data	activities	a20	prefLabel		Household activities, self-production, domestic work	Actividades domesticas e de auto-producción			Atividades domésticas, auto-produção de trabalho, doméstico				
Data	activities	a20	altLabel		Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use								
Data	activities	a20	scopeNote		Integra sectors of activities of households as employers	Integra los sectores de las actividades de los hogares como empleadores	Integra secteurs d'activités des ménages en tant qu'employeurs		Integra os setores de atividades das famílias empregadoras				
Data	activities	a21	prefLabel		International diplomacy and cooperation	Diplomacia internacional y cooperación			Diplomacia e a cooperação internacional				
Data	activities	a21	altLabel		Activities of extraterritorial organizations and bodies								
Data	activities	a21	scopeNote		Integra sectors of activities of organizations and bodies	Integra los sectores de actividades de las organizaciones y organismos	Integra secteurs d'activités des organisations et organismes		Integra os setores de atividades de organizações e entidades extraterritoriais				
													
Data	regions-ica		title		Regions	Regiones	Régions	지역권					
Data	regions-ica		description										
Data	regions-ica	I-AF-CE	prefLabel		Central Africa	África Central	Afrique centrale	중부 아프리카					
